provider_id,agency_name,street_address,city,state,zip_code,total_episodes_non_lupa,distinct_users_non_lupa,total_hha_charge_amount_non_lupa,total_hha_medicare_payment_amount_non_lupa,total_hha_medicare_standard_payment_amount_non_lupa,outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,total_lupa_episodes,total_hha_medicare_payment_amount_for_lupas
457956,GRACE UNLIMITED,8405 STERLING SUITE #202,IRVING,TX,75063,28,26,96950,103863,101357,5,0.0,0.0
459486,"KSC HOME CARE, LLC",1101 W VETERANS BLVD STE A,PALMVIEW,TX,78572,262,63,301686,629231,687134,5,0.0,0.0
679463,COMMUNITY REHAB OF CORPUS CHRISTI INC,601 TEXAN TRAIL SUITE 101,CORPUS CHRISTI,TX,78411,50,40,193490,205521,221788,5,0.0,0.0
679782,HOSPITAL AT HOME,508 WEST EXPRESSWAY 83,MCALLEN,TX,78501,111,42,215389,243247,267500,5,0.0,0.0
747432,STAR HOME HEALTH,99 REGENCY PKWY SUITE 211,MANSFIELD,TX,76063,38,14,154769,107489,105307,5,0.0,0.0
747568,WINGS HOME HEALTH SERVICES LLC,4313 N 10TH STREET # G1,MCALLEN,TX,78504,53,27,179520,123051,132766,5,0.0,0.0
747684,CHRISDAVNET CARE SERVICES LLC,3603 TRAIL BEND,MISSOURI CITY,TX,77459,20,13,94232,70857,68941,5,0.0,0.0
459130,HIGH QUALITY HOME HEALTH SERVICES INC,12484 ABRAMS ROAD SUITE 2202,DALLAS,TX,75243,103,36,200375,264763,256979,5,0.0,0.0
467333,ABUNDANT LIFE HOME HEALTH,710 40TH STREET,SOUTH OGDEN,UT,84403,121,80,597715,437332,455553,5,0.0,0.0
58469,"A AND E HOME HEALTH SERVICES, INC",2377 W FOOTHILL BLVD SUITE 14,UPLAND,CA,91786,54,28,198064,191778,154218,6,0.0,0.0
59080,"PLATINUM CARE HOME HEALTH, INC","18344 OXNARD STREET, SUITE 208",TARZANA,CA,91356,149,68,424406,537364,435671,6,0.0,0.0
59087,"M J HOME HEALTH SERVICES, INC","18840-50 VENTURA BLVD, SUITE 203",TARZANA,CA,91356,219,126,592596,879185,712981,6,0.0,0.0
557620,"MOKA CARE HOME HEALTH, INC",407 S LA BREA AVENUE,INGLEWOOD,CA,90301,185,94,449802,578264,482581,6,0.0,0.0
59438,"I&V HOME HEALTH, INC.","644 W BROADWAY, SUITE 112",GLENDALE,CA,91204,162,97,343915,656108,524728,6,0.0,0.0
59116,"L & A HOME HEALTH CARE, INC","3350 WILSHIRE BLVD, SUITE 678",LOS ANGELES,CA,90010,408,107,827024,1310357,1060538,6,0.0,0.0
103137,HEARTWELL HOME HEALTHCARE CORP,2500 NW 79 AVE 116 & 117,DORAL,FL,33122,18,11,93500,52356,49482,6,0.0,0.0
108328,ALEPHZAYN HEALTH SERVICES INC,7360 WE 20 AVE  STE 136,HIALEAH,FL,33016,106,94,254261,539718,508595,6,0.0,0.0
108459,CAREFLORIDA HOME HEALTH SERVICES INC,2150 CORAL WAY SUITE 3C,CORAL GABLES,FL,33145,443,348,1084520,2478112,2385638,6,0.0,0.0
108483,AMERICAN HOME HEALTH AGENCY INC,5803 NW 151ST STREET STE 201,MIAMI LAKES,FL,33014,32,24,99403,86774,82108,6,0.0,0.0
109303,LONG LIFE HOME CARE INC,5545 SW 8TH ST  STE 202,CORAL GABLES,FL,33134,308,286,817077,1649328,1560839,6,0.0,0.0
109365,SOMMET HOME CARE INC,7910 NW 25 ST   STE 208,DORAL,FL,33122,71,33,289700,338240,318981,6,0.0,0.0
109426,PREFERRED PLUS HOME HEALTHCARE INC,6625 MIAMI LAKES DR  STE 217,MIAMI LAKES,FL,33014,236,172,503891,1176592,1113546,6,0.0,0.0
109515,MIAMI UNITED HOME HEALTH CARE INC,2666 NW 97 AVE  MB 3E,DORAL,FL,33172,112,108,347269,666826,632273,6,0.0,0.0
109583,C & O HOME HEALTH CARE CORP,1100 W 29 ST  STE H,HIALEAH,FL,33012,65,37,200630,252986,237502,6,0.0,0.0
109738,PROFESSIONAL CARE HOME HEALTH AGENCY INC,1452 NORTH KROME AVE SUITE 102E,FLORIDA CITY,FL,33034,228,161,628191,1343948,1261561,6,0.0,0.0
108176,"EXCLUSIVE HOME CARE, INC.",4195 SW 137 AVENUE SUITE 4,MIAMI,FL,33175,29,22,75500,85777,80556,6,0.0,0.0
108230,EDU HOME HEALTH CARE SERVICES INC,12460 SW 8TH ST STE 205,MIAMI,FL,33184,432,346,959940,2235102,2112755,6,0.0,0.0
108248,CARE ONE HOME HEALTH INC,5600 SW 135TH AVE STE 211,MIAMI,FL,33183,38,26,165891,127053,119628,6,0.0,0.0
109092,INAR HOME CARE SERVICES CORP,7951 SW 40TH ST STE 105,MIAMI,FL,33155,396,268,1087102,2625204,2473564,6,0.0,0.0
109307,NURSING PROLIFE HOME HEALTH CORP,2460 SW 137 AVE STE 252,MIAMI,FL,33175,497,305,1222422,2703568,2563242,6,0.0,0.0
109318,MED PRO HOME HEALTH SERVICE INC,12905 SW 42 ST  STE 109,MIAMI,FL,33175,571,346,1869073,3030011,2845470,6,0.0,0.0
109354,LOGISTICS HOME SERVICES INC,13190 SW 134 ST  STE E2,MIAMI,FL,33186,161,91,444591,919353,866317,6,0.0,0.0
109416,CENTRAL HEALTH CORP,2450 SW 137 AVENUE SUITE 234,MIAMI,FL,33175,157,99,401261,808557,766921,6,0.0,0.0
109676,HUMANITY HOME HEALTH INC,959-A SW 87 AVE,MIAMI,FL,33174,23,14,69795,114884,108927,6,0.0,0.0
109778,AVEL HOME HEALTH INC,12196 SW 128TH ST,MIAMI,FL,33186,89,65,187000,377877,356860,6,0.0,0.0
367731,MULTICARE HOME HEALTH SERVICES,"27691 EUCLID AVENUE, SUITE B1",EUCLID,OH,44132,23,14,77460,60565,61929,6,0.0,0.0
677979,QUALITY CARE HOME HEALTH SERVICES LLC,3104 LOOP 20,LAREDO,TX,78043,209,89,546241,543308,643132,6,0.0,0.0
679534,DELCORP HOME HEALTH SERVICES INC,1408 S JEFFERSON STREET SUITE 114,AMARILLO,TX,79101,45,13,228751,142623,153669,6,0.0,0.0
527304,ATLAS HEALTHCARE INC,"5307 SOUTH 92ND STREET, STE 235",HALES CORNERS,WI,53130,34,14,176557,112760,107574,6,0.0,0.0
59158,"KOREAN TOWN HOME CARE, INC","3020 WILSHIRE BLVD, STE 156",EAST LOS ANGELES,CA,90022,109,69,254047,395971,315555,7,0.0,0.0
59275,"WEST COAST HOME HEALTH CARE, INC","750 E GREEN ST, STE 302",PASADENA,CA,91101,161,90,434832,672371,536325,7,0.0,0.0
108220,TENDRA HOME HEALTH INC,3157 E 4 AVE,HIALEAH,FL,33013,40,13,322600,111153,103506,7,0.0,0.0
109482,ETERNITY HOME CARE INC,3750 W 16TH AVE 128U,HIALEAH,FL,33012,356,235,763457,2009536,1868052,7,0.0,0.0
109576,CARE PLUS HOME HEALTH AGENCY INC,18800 NW 2ND AVE  STE 116,MIAMI GARDENS,FL,33169,85,25,654795,277114,258245,7,0.0,0.0
109602,MASTER HOME HEALTH CARE INC.,10001 NW 50 ST STE 102A,SUNRISE,FL,33351,46,30,200151,198759,182801,7,0.0,0.0
109648,"APOLLO ADVANCED HOME HEALTH, CORP.",4019 W WATERS AVE STE E,TAMPA,FL,33614,282,117,1498561,1047058,1065693,7,0.0,0.0
107667,DD HEALTH HOME CARE INC,4150 NW 7TH STREET SUITE 208,MIAMI,FL,33126,158,73,1074401,537142,500217,7,0.0,0.0
107713,ANGEL HOME CARE SERVICES INC,12955 SW 42 ST #104,MIAMI,FL,33175,64,23,388300,196624,182628,7,0.0,0.0
108015,AAA HOME HEALTH SERVICES INC,2929 SW 3RD AVE STE 520,MIAMI,FL,33169,32,14,254150,88949,83102,7,0.0,0.0
108288,MASTER SUPERIOR HOME CARE SERVICES INC,5545 SW 8TH STREET UNIT 201,MIAMI,FL,33134,59,56,171165,317604,296971,7,0.0,0.0
108340,HEALTH SERVICES OF DADE INC,1414 NW 107 AVENUE SUITE 105,MIAMI,FL,33172,78,67,221935,378581,353150,7,0.0,0.0
108472,SHALOM HOME HEALTH SERVICES INC,14850 SW 26 STREET - STE 207,MIAMI,FL,33144,23,18,83205,82445,76986,7,0.0,0.0
108497,TRINITY HEALTH SERVICES INC,7221 SW 24 ST  STE 201,MIAMI,FL,33155,129,63,401341,609441,569194,7,0.0,0.0
109173,"SUPERIOR HEALTHCARE SERVICES, LLC",2450 SW 137 AVENUE SUITE 232,MIAMI,FL,33175,483,397,1260133,2694107,2518993,7,0.0,0.0
109182,NEW CARE HOME HEALTH AGENCY INC,2500 SW 107 AVE  STE 25,MIAMI,FL,33165,278,126,557051,1253146,1175255,7,0.0,0.0
109279,UNITED NURSING HOME HEALTH INC,2462 SW 137TH AVENUE,MIAMI,FL,33173,316,166,979167,1566175,1460066,7,0.0,0.0
109374,MED PLUS HOME HEALTH CARE CORP,815 NW 57TH AVENUE SUITE 114,MIAMI,FL,33126,495,307,1192797,2951536,2761217,7,0.0,0.0
109492,CARING NURSES HOMECARE CORP,13155 SW 134 STREET SUITE 125,MIAMI,FL,33186,222,191,571801,1010757,942924,7,0.0,0.0
109512,GABLES GATE HEALTH CENTER INC,5600 SW 135TH AVE STE 108,MIAMI,FL,33183,332,149,735621,1764545,1640396,7,0.0,0.0
109549,MIDNIGHT CARE SERVICES CORP,13501 SW 136 STREET SUITE 207,MIAMI,FL,33186,199,129,508261,1056231,981590,7,0.0,0.0
109570,ST SOPHIA NURSING CARE CORP,702 SW 57 AVE,MIAMI,FL,33144,18,17,63690,71809,66926,7,0.0,0.0
109737,HIGIAS HOME HEALTH CARE CORP,12600 SW 120TH ST STE 111,MIAMI,FL,33186,77,51,310226,363684,338662,7,0.0,0.0
109747,SKY LIFE HOME HEALTHCARE SERVICES INC,2721 SW 137 AVE STE 116,MIAMI,FL,33175,511,301,1318312,2829929,2635519,7,0.0,0.0
337420,FLUSHING MANOR NURSING HOME LTHHCP,"36-25 PARSONS BOULEVARD,  SUITE LL-1",FLUSHING,NY,11354,16,16,41097,55332,42497,7,0.0,0.0
368375,OMNICARE HOME HEALTHCARE AGENCY,"210 SOUTH REYNOLDS ROAD, SUITE 201",TOLEDO,OH,43615,16,13,49375,44969,45896,7,0.0,0.0
368420,CHELSEA HOME HEALTHCARE INC,1908 NEEDMORE ROAD,DAYTON,OH,45414,21,12,99190,50821,51466,7,0.0,0.0
368426,"A BETTER ALTERNATIVE TO SENIOR CARE, INC",20670 SOUTHGATE PARK BLVD,MAPLE HEIGHTS,OH,44137,11,11,37276,36642,37359,7,0.0,0.0
747572,A 1 HOME HEALTH SERVICES LLC,920 SUMNER DRIVE,MESQUITE,TX,75149,90,35,181035,192438,186102,7,0.0,0.0
458091,HOME HEALTH UNLIMITED INC,10101 FONDREN ROAD SUITE 134,HOUSTON,TX,77096,26,15,130650,73625,69936,7,0.0,0.0
679051,CLINICAL VIEW HOME HEALTH,7007 GULF FREEWY SUITE 234,HOUSTON,TX,77087,70,26,308875,181287,171292,7,0.0,0.0
467312,"LIFE CHOICE HOME HEALTH CARE, INC",3066 GRANITE SLOPE LANE,SANDY,UT,84092,17,11,90000,61555,63750,7,0.0,0.0
58410,"AAA HOME HEALTH SERVICES, INC","150 E OLIVE AVE, STE 209",BURBANK,CA,91502,378,187,935600,1313290,1034455,8,0.0,0.0
59060,"WISDOM HEALTH CARE SERVICES, INC",16921 SOUTH WESTERN AVENUE #215,GARDENA,CA,90247,30,15,103180,117029,92962,8,0.0,0.0
59074,"HAPPY HEALTH CARE, INC","20945 DEVONSHIRE ST, STE 106",CHATSWORTH,CA,91311,48,25,173954,188836,149494,8,0.0,0.0
59093,"R & G HOME HEALTH CARE SERVICES, INC","539 N GLENOAKS BLD, STE 204B",BURBANK,CA,91502,348,166,1036832,1433885,1134155,8,0.0,0.0
59232,"HEALTHY CHOICE HOME CARE, INC","14827 VENTURA BLVD, SUITE 216",VAN NUYS,CA,91403,342,135,829743,1193701,941754,8,0.0,0.0
59306,"RINALDI HOME HEALTH CARE, INC","11565 LAUREL CANYON BLVD, SUITE 207",SAN FERNANDO,CA,91340,303,161,899062,1319770,1045545,8,0.0,0.0
59408,"BLUE RIBBON HOME HEALTH, INC","4020 WEST MAGNOLIA BLVD, SUITE I",BURBANK,CA,91505,102,39,310881,407354,322326,8,0.0,0.0
58380,"AAA HOME CARE, INC",541 WEST COLORADO ST SUITE 207,GLENDALE,CA,91204,79,63,240000,321198,254978,8,0.0,0.0
59263,"PRESTIGE HOME HEALTH CARE, INC","601 N VERMONT AVENUE, SUITE 103",LOS ANGELES,CA,90004,211,114,589844,876204,695753,8,0.0,0.0
59448,"AFFINITY HEALTH CARE PROVIDERS, INC","1551 COLORADO BLVD, SUITE 203",LOS ANGELES,CA,90041,22,11,111009,84531,67116,8,0.0,0.0
67440,CENTENNIAL HOME CARE,487 YAMPA AVENUE,CRAIG,CO,81625,47,30,149292,169124,151903,8,0.0,0.0
103165,PROFESSIONAL HOME HEALTH SERVICES INC,5801 NW 151 ST STE 101,MIAMI LAKES,FL,33014,53,52,217351,266833,245724,8,0.0,0.0
107542,ASSOCIATED HOME HEALTH,5790 NW 72 AVE,DORAL,FL,33166,127,82,190448,684480,634346,8,0.0,0.0
108169,"CARING PROFESSIONAL SERVICES, INC.",1651 WEST 37 STREET #400,HIALEAH,FL,33012,119,51,584525,429108,395489,8,0.0,0.0
108282,TROPICAL HEALTH & HOMECARE SERVICES INC,160 NW 176 ST   STE 309,MIAMI GARDENS,FL,33169,50,16,155805,138671,128042,8,0.0,0.0
108424,E & V HEALTH CARE INC,"2500 NW 79TH AVE, STE 167",DORAL,FL,33122,65,42,255515,304429,285820,8,0.0,0.0
109030,CAIRO HOME CARE-BROWARD,18503 PINES BLVD STE 308-H,PEMBROKE PINES,FL,33029,33,16,134830,140961,128055,8,0.0,0.0
109263,OCHA HOME HEALTH SERVICES CORP,5545 SW 8TH STREET SUITE 107,CORAL GABLES,FL,33134,47,24,265170,184271,170473,8,0.0,0.0
109283,HOME HEALTH SOLUTIONS CORP,8249 NW 36 ST  STE 107,DORAL,FL,33166,102,88,304231,532206,492155,8,0.0,0.0
109454,"HEAVENLY HOME HEALTH AGENCY, CORP",12963 W OKEECHOBEE RD STE 9,HIALEAH GARDENS,FL,33018,37,22,209815,164416,152117,8,0.0,0.0
109540,MY ANGELS HOME HEALTH AGENCY INC,4471 NW 36 ST  STE 250,MIAMI SPRINGS,FL,33166,44,14,379541,138330,127827,8,0.0,0.0
109554,AMERICAN HOME HEALTH PROVIDERS CORP,6001 NW 153 ST STE 155,MIAMI LAKES,FL,33014,95,72,270729,487376,451194,8,0.0,0.0
109580,T O HOME CARE CORP,692 W 29 ST STE 8,HIALEAH,FL,33012,104,84,311701,543107,503860,8,0.0,0.0
109585,LUZ HEALTH CARE CORP,1570 W 38 PL  STE 8,HIALEAH,FL,33012,15,15,95200,67208,62326,8,0.0,0.0
109652,MIMA PROFESSIONAL HOME CARE INC,2100 W 76 ST  STE 308,HIALEAH,FL,33016,42,23,127218,221648,205728,8,0.0,0.0
109690,ALL AMERICAN HOME HEALTH CORP,1601 N PALM AVE  STE 110-E,PEMBROKE PINES,FL,33026,157,100,372851,712100,646744,8,0.0,0.0
683106,A QUALITY HOME HEALTH 4U INC,1305 SE 47TH TERR,CAPE CORAL,FL,33904,19,18,81600,65199,65333,8,0.0,0.0
683115,CASTELLANOS HOME HEALTH CARE AGENCY LLC,3430 W LAMBRIGHT ST STE 103,TAMPA,FL,33614,60,37,207800,207073,208560,8,0.0,0.0
107698,CORAL HOME CARE INC,17680 NW 78 AVENUE SUITE 101,MIAMI,FL,33015,295,186,1099901,1315145,1234507,8,0.0,0.0
107706,M Y G HOME CARE AGENCY INC,11398 W FLAGLER ST  STE 5209,MIAMI,FL,33174,217,134,760711,1304745,1199817,8,0.0,0.0
108024,HOME CARE SERVICES PROVIDER,13501 SW 128 STREET SUITE 212,MIAMI,FL,33186,49,49,160990,327458,301457,8,0.0,0.0
108150,"RENAISSANCE HOME HEALTH CARE, INC.",13780 SW 56 STREET SUITE 217,MIAMI,FL,33175,182,66,615940,807147,742630,8,0.0,0.0
108275,ADVANTIS HOME CARE INC,7230 SW 39 TERRACE,MIAMI,FL,33155,58,23,457930,194472,182044,8,0.0,0.0
108411,HUMANITY HOME HEALTH CARE INC,85 GRAND CANAL DRIVE SUITE 305,MIAMI,FL,33144,51,12,252393,151061,139273,8,0.0,0.0
108458,BEST CHOICE HOME HEALTH CARE INC,7333 SW 24 ST  STE 240,MIAMI,FL,33155,123,62,420801,710663,653890,8,0.0,0.0
108494,CAPITAL HEALTH SERVICES INC,8300 SW 8 ST STE 108,MIAMI,FL,33144,184,169,475100,1019518,940442,8,0.0,0.0
109000,MED GROUP HOME HEALTH CARE INC,7480 SW 40TH STREET STE 540,MIAMI,FL,33155,365,201,851827,1888080,1743604,8,0.0,0.0
109280,"WESTLAND HOME CARE SERVICES, INC.",8700 W FLAGLER ST  STE 375,MIAMI,FL,33174,94,64,471601,416023,384148,8,0.0,0.0
109355,"PROFESSIONAL NURSES HOMECARE, INC",160 NW 176 ST STE 207-2,MIAMI,FL,33169,107,32,673040,321277,296255,8,0.0,0.0
109653,"SAINT PETER HOME HEALTH CARE AGENCY, INC.",7811 CORAL WAY  STE 138,MIAMI,FL,33155,70,40,202963,341692,316057,8,0.0,0.0
157647,INDEPENDENCE HOME HEALTH LLC,7443 BEECH TREE RD,NINEVEH,IN,46164,26,16,84427,88080,83046,8,0.0,0.0
227478,"ABP BEST HOME CARE AGENCY, INC",214 LINCOLN STREET,ALLSTON,MA,2134,364,105,1454509,1293275,1032200,8,0.0,0.0
227489,INTERNATIONAL HEALTH SOLUTIONS,319A ALLSTON STREET,BRIGHTON,MA,2135,109,62,313810,375942,303108,8,0.0,0.0
227563,CENTURY HOMECARE LLC,17 CONVERSE ST SECOND FLOOR,WORCESTER,MA,1605,21,18,159388,67420,57934,8,0.0,0.0
287137,"AMBI'S HOME HEALTH CARE, LLC",7552 S 84TH STREET,LA VISTA,NE,68128,132,37,588916,401452,372170,8,0.0,0.0
297092,QUALITY NURSING LLC,801 S RANCHO #C2,LAS VEGAS,NV,89102,646,182,962002,1757611,1445308,8,0.0,0.0
337194,ST JOSEPHS HOSP YONKERS LTHHCP,81 SOUTH BROADWAY,YONKERS,NY,10701,20,14,72331,77462,59173,8,0.0,0.0
368178,"MAXIM HEALTHCARE SERVICES, INC","250 WEST MAIN STREET, SUITE A",ST CLAIRSVILLE,OH,43950,28,16,177407,93757,110754,8,0.0,0.0
368207,NULIFE HOME HEALTH CARE,"6100 CHANNINGWAY BLVD, SUITE 205",COLUMBUS,OH,43232,46,17,249490,113550,107862,8,0.0,0.0
457808,GLORIOUS HOME HEALTH CARE INC,4506 VAUGHAN DR SUITE B,ROWLETT,TX,75088,246,55,772390,668376,630014,8,0.0,0.0
743187,INTOUCH HOME HEALTH INC,4506 VAUGHAN DR SUITE 101,ROWLETT,TX,75088,323,79,1189964,893604,848153,8,0.0,0.0
747075,LOGIC HOMEHEALTH SERVICES INC,611 JACKSON STREET SUITE C,RICHMOND,TX,77469,34,11,183400,108597,101508,8,0.0,0.0
747446,REGIONAL NURSING SERVICES INC,4514 S MCCOLL RD STE 1,EDINBURG,TX,78539,153,52,528766,401889,422577,8,0.0,0.0
467326,MAPLE CREEK HOME HEALTH,290 WEST CENTER STREET,SPANISH FORK,UT,84660,58,35,291424,222838,223237,8,0.0,0.0
527121,METRO HOME HLTH SVC,6014 W CONGRESS ST,MILWAUKEE,WI,53218,19,12,105160,51198,48096,8,0.0,0.0
58465,"L P G HEALTH CARE, INC",11360 VENTURA BLVD,STUDIO CITY,CA,91604,202,81,838461,957534,765193,9,0.0,0.0
58119,CQI HOMECARE,520 E WILSON AVE SUITE 230,GLENDALE,CA,91204,257,101,930402,938200,735539,9,0.0,0.0
59234,"GUARDIAN HOME HEALTH, INC","1101 E BROADWAY, SUITE 107",GLENDALE,CA,91205,477,211,1104266,1645181,1288681,9,0.0,0.0
58244,"SUN-TRIUNE HEALTHCARE, INC",3660 WILSHIRE BLVD SUITE 944,LOS ANGELES,CA,90010,354,177,976945,1317690,1032774,9,0.0,0.0
59229,"FIFTH AVE HOME HEALTH CARE, INC","5250 SANTA MONICA, SUITE 208 B",LOS ANGELES,CA,90029,342,157,911571,1456749,1142823,9,0.0,0.0
557509,APEX HOME HEALTH SERVICES,3919 W SLAUSON AVE,LOS ANGELES,CA,90043,67,26,204790,216487,170303,9,0.0,0.0
67425,DIVINE DEDICATION INC,"12510 EAST ILIFF AVENUE, #115",AURORA,CO,80014,42,22,332645,164064,145852,9,0.0,0.0
103126,ACM HOME HEALTH CORP,900 W 49TH ST STE 510,HIALEAH,FL,33012,81,66,272331,452631,414051,9,0.0,0.0
103141,"MAXIMAL TRUST HEALTH CARE, INC","14505 COMMERCE WAY, STE 535",MIAMI LAKES,FL,33016,242,133,717834,1143079,1044729,9,0.0,0.0
107699,GENESIS HOME HEALTH INC,1195 NE 125 ST,NORTH MIAMI,FL,33161,81,57,415335,307882,286434,9,0.0,0.0
108105,"ANGEL HOME HEALTH CARE, INC.",1401 E 4 AVE STE 202,HIALEAH,FL,33010,132,68,418910,613974,561702,9,0.0,0.0
108194,"HOMED CARE, INC.",508 E 49 ST,HIALEAH,FL,33013,93,49,373530,308676,283048,9,0.0,0.0
108289,ANGELS CARE HOME HEALTH INC,9160 NW 122 STREET #26,HIALEAH,FL,33018,106,87,495975,633312,576817,9,0.0,0.0
108344,SANZ HEALTH SERVICES INC,600 E 25TH ST STE E,HIALEAH,FL,33013,423,190,1843322,2521836,2307164,9,0.0,0.0
108349,"GOLDEN YEARS HOME CARE, INC.",14411 COMMERCE WAY  ST 405,MIAMI LAKES,FL,33016,162,56,1068692,705340,643610,9,0.0,0.0
108394,ON THE WAY HOME CARE INC,4005 NW 114 AVENUE  UNIT 4,DORAL,FL,33178,39,17,167740,109535,100268,9,0.0,0.0
108452,ST JUDE BEST HOME CARE INC,7750 W 26TH AVE STE 11 & 12,HIALEAH,FL,33016,167,83,718611,938754,856523,9,0.0,0.0
108465,"PRN NURSING SERVICES, INC.",770 PONCE DE LEON BLVD  STE 304,CORAL GABLES,FL,33134,35,14,328600,98334,90158,9,0.0,0.0
108493,"KEYS HEALTH CARE, INC",2420 NW 87TH PLACE,DORAL,FL,33172,62,27,349621,279225,255039,9,0.0,0.0
109044,MAXIMUM CARE HOME HEALTH INC,900 WEST 49 STREET STE 236,HIALEAH,FL,33012,220,100,1339906,1033529,943495,9,0.0,0.0
109051,FLORIDA HOME HEALTH CARE SERVICES INC,3420 W 84TH ST STE A102,HIALEAH,FL,33018,252,155,663871,1171303,1075318,9,0.0,0.0
109091,EXCELLENT HOME CARE GIVERS INC,4445 W 16 AVE   STE 504,HIALEAH,FL,33012,93,58,332060,421354,386109,9,0.0,0.0
109180,MARILU HOME HEALTH CARE INC,5190 NW 167TH ST STE 306,HIALEAH,FL,33014,230,92,1209897,1107114,1010022,9,0.0,0.0
109256,"HEALTHMAX HOME CARE SERVICES, INC",1140 W 50 ST  STE 207A,HIALEAH,FL,33012,163,85,1164797,501097,457466,9,0.0,0.0
109274,DISTINCT HEALTH  CARE SERVICES INC,111 NW 183RD STREET SUITE 424,MIAMI GARDENS,FL,33169,153,50,2050865,514859,471173,9,0.0,0.0
109325,D'VAL HOME HEALTH AGENCY LLC,3408 WEST 84 STREET SUITE 212,HIALEAH,FL,33018,192,79,992571,907507,835483,9,0.0,0.0
109346,ABELLA YOSE CARE SERVICE INC,5901 NW 151 ST STE 102,MIAMI LAKES,FL,33014,279,186,1217331,1403028,1285968,9,0.0,0.0
109349,PROFESSIONAL NURSES HOMECARE INC.,8910 MIRAMAR PKWY STE 310,MIRAMAR,FL,33025,59,25,298780,181971,164002,9,0.0,0.0
109414,PRIMARY MEDICAL STAFFING INC,3600 RED RD  STE 303,MIRAMAR,FL,33025,74,19,564640,266761,239143,9,0.0,0.0
109425,MIAMI LAKES HOME HEALTH CARE INC,6179 MIAMI LAKES DRIVE E,MIAMI LAKES,FL,33014,130,37,1134015,507273,462200,9,0.0,0.0
109456,SOUTH FLORIDA BEST CARE INC,14411 COMMERCE WAY SUITE 350,MIAMI LAKES,FL,33016,121,103,338990,508158,465875,9,0.0,0.0
109478,STARLITE HOME HEALTH AGENCY INC,303 N KROME AVE STE 105,HOMESTEAD,FL,33030,185,157,618900,898669,819090,9,0.0,0.0
109508,A & Y HOME HEALTH OF TAMPA CORP,5101 N HABANA AVENUE SUITE B,TAMPA,FL,33614,321,129,1834220,1257501,1252169,9,0.0,0.0
109631,ANGELS HOME CARE AGENCY INC,3600 S STATE RD 7 STE 14,MIRAMAR,FL,33023,124,51,375186,538326,482443,9,0.0,0.0
109638,ROYAL CARE HOME HEALTH SERVICES INC,11300 NW 87 CT  STE 161,HIALEAH GARDENS,FL,33018,74,40,273470,371598,339392,9,0.0,0.0
109663,FOREVER HOME HEALTH CARE INC,3900 NW 79 AVE  STE 558,DORAL,FL,33166,113,35,577720,443008,404034,9,0.0,0.0
109762,DOCTOR'S CHOICE HOME HEALTH CARE,1745 WEST 37 STREET UNIT 17,HIALEAH,FL,33012,155,81,491251,847415,775826,9,0.0,0.0
107621,"GENTLE HANDS HEALTH CARE SERVICES, CORP.",9415 SW 72 ST STE 288,MIAMI,FL,33173,137,60,643901,412744,377516,9,0.0,0.0
108025,MEDIASSIST HOME HEALTH CARE SERVICES AGENCY CORPOR,16235 SW 117 AVE #3,MIAMI,FL,33166,253,132,783421,1064273,971795,9,0.0,0.0
108031,ALEYDA'S HOME CARE INC,1205 71 ST,MIAMI,FL,33141,76,27,610578,263509,240833,9,0.0,0.0
108123,"UNLIMITED CARE OF FLORIDA, INC.",13055 SW 42 STREET SUITE 106,MIAMI,FL,33175,186,155,474700,1079712,1004376,9,0.0,0.0
108179,"CALURA HOME HEALTH SERVICES, INC",8323 NW 12 ST  STE 119,MIAMI,FL,33126,111,41,527355,422890,394160,9,0.0,0.0
108207,LESLY HOME HEALTH CARE INC,175 FONTAINBLEAU BLVD  STE 1R6,MIAMI,FL,33172,82,39,338271,339966,320116,9,0.0,0.0
108263,PREMIUM HEALTH SERVICES CORP,12002 SW 128 CT  STE 102,MIAMI,FL,33186,51,31,159923,198489,181770,9,0.0,0.0
108293,SWEET ANGELS HEALTH SERVICES INC,12595 SW 137 AVENUE #111,MIAMI,FL,33186,100,35,547990,380669,349232,9,0.0,0.0
108322,PREFERRED HOME HEALTH AGENCY INC,13831 SW 59 STREET SUITE 105,MIAMI,FL,33183,125,60,505375,637765,581984,9,0.0,0.0
108339,SANTA FE HOME HEALTH CARE INC,7280 NW 7TH ST STE 108,MIAMI,FL,33126,89,39,491050,303990,277893,9,0.0,0.0
108392,FIRST RN INC,7380 SW 48TH ST,MIAMI,FL,33155,270,91,1430983,926216,861565,9,0.0,0.0
108399,RENOVATION HOME HEALTH CARE INC,943 SW 122 AVE,MIAMI,FL,33184,363,225,1152102,1922609,1758759,9,0.0,0.0
108420,"ALL AROUND HOME HEALTH AGENCY, INC.",275 FOUNTAINBLEAU BLVD STE 120,MIAMI,FL,33172,134,56,750690,487854,445519,9,0.0,0.0
108490,MA HOME HEALTH AGENCY INC,8725 NW 18 TERRACE SUITE 219,MIAMI,FL,33172,531,271,2270510,3107965,2835495,9,0.0,0.0
109007,HARMONY HOME HEALTH CARE INC,14850 SW 26TH ST  STE 113,MIAMI,FL,33185,378,212,1414051,2065867,1884581,9,0.0,0.0
109037,"EMILY HOME CARE, INC",4343 W FLAGER ST  STE 302A,MIAMI,FL,33134,207,143,707950,1126906,1034453,9,0.0,0.0
