provider_id,agency_name,street_address,city,state,zip_code,total_episodes_non_lupa,distinct_beneficiaries_non_lupa,average_number_of_total_visits_per_episode_non_lupa,average_number_of_skilled_nursing_visits_per_episode_non_lupa,average_number_of_pt_visits_per_episode_non_lupa,average_number_of_ot_visits_per_episode_non_lupa,average_number_of_st_visits_per_episode_non_lupa,average_number_of_home_health_aide_visits_per_episode_non_lupa,average_number_of_medical_social_visits_per_episode_non_lupa,total_hha_charge_amount_non_lupa,total_hha_medicare_payment_amount_non_lupa,total_hha_medicare_standard_payment_amount_non_lupa,outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,total_lupa_episodes,total_hha_medicare_payment_amount_for_lupas,average_age,male_beneficiaries,female_beneficiaries,nondual_beneficiaries,dua_beneficiaries,white_beneficiaries,black_beneficiaries,asian_pacific_islander_beneficiaries,hispanic_beneficiaries,american_indian_or_alaska_native_beneficiaries,other_unknown_beneficiaries,average_hcc_score,percent_of_beneficiaries_with_atrial_fibrillation,percent_of_beneficiaries_with_alzheimers,percent_of_beneficiaries_with_asthma,percent_of_beneficiaries_with_cancer,percent_of_beneficiaries_with_chf,percent_of_beneficiaries_with_chronic_kidney_disease,percent_of_beneficiaries_with_copd,percent_of_beneficiaries_with_depression,percent_of_beneficiaries_with_diabetes,percent_of_beneficiaries_with_hyperlipidemia,percent_of_beneficiaries_with_hypertension,percent_of_beneficiaries_with_ihd,percent_of_beneficiaries_with_osteoporosis,percent_of_beneficiaries_with_ra_oa,percent_of_beneficiaries_with_schizophrenia,percent_of_beneficiaries_with_stroke
237707,CUSTOM HOME HEALTH,202 E THIRD STREET,ROYAL OAK,MI,48067,1633,1454,14.0,4.9,6.4,1.9,0.2,0.5,0.2,6781759,4867315,5174792,0.0,150.0,58537.0,76,526.0,928.0,1246.0,208.0,1196.0,217.0,12.0,16.0,,,1.71,18,25.0,15.0,15,35.0,36.0,26.0,33.0,42.0,71.0,,57.0,12,,6.0,10
237439,ASSURED CARE HOME HEALTH SERVICES,"25180 LASHER ROAD, SUITE #LL",SOUTHFIELD,MI,48034,1330,717,20.9,6.7,10.1,1.2,0.0,2.5,0.2,6950354,4579865,4886385,0.1,94.0,32211.0,79,238.0,479.0,531.0,186.0,477.0,198.0,12.0,19.0,,,2.57,20,44.0,22.0,14,57.0,51.0,47.0,47.0,56.0,72.0,,73.0,14,,11.0,16
297186,VALLEY VIEW HOME HEALTH CARE LLC,4445 S JONES BLVD STE 2B,LAS VEGAS,NV,89103,503,375,17.6,7.2,6.9,1.7,0.1,1.5,0.2,1331310,1795602,1618976,0.0,66.0,29328.0,73,152.0,223.0,289.0,86.0,282.0,38.0,12.0,35.0,,,2.39,21,24.0,13.0,12,37.0,54.0,34.0,41.0,52.0,66.0,,57.0,14,58.0,9.0,16
297032,IN HOUSE HOME HEALTH INC.,"3075 EAST FLAMINGO ROAD, SUITE #116",LAS VEGAS,NV,89121,435,302,23.7,10.8,6.0,2.7,0.1,4.0,0.2,2152403,1571987,1408721,0.8,25.0,10887.0,77,118.0,184.0,243.0,59.0,228.0,37.0,12.0,21.0,,,2.37,25,38.0,12.0,13,44.0,48.0,35.0,37.0,43.0,64.0,,52.0,15,61.0,9.0,21
59100,"CHELSEA'S HOME HEALTH CARE, INC",17000 VENTURA BLVD SUITE 101,ENCINO,CA,91316,173,125,15.0,11.4,3.1,0.1,0.0,0.0,0.2,367657,588284,485266,5.3,19.0,8088.0,75,43.0,82.0,19.0,106.0,13.0,,12.0,98.0,0.0,,1.89,13,34.0,10.0,6,26.0,40.0,19.0,34.0,74.0,74.0,,58.0,24,73.0,6.0,6
58155,MED CARE PLUS HOME HEALTH,490 S ROSEMEAD BLVD SUITE 9,PASADENA,CA,91107,243,148,16.8,11.2,3.1,0.1,0.0,2.3,0.2,702893,778873,622048,6.6,28.0,9986.0,82,52.0,96.0,89.0,59.0,78.0,,12.0,50.0,0.0,,2.44,23,39.0,13.0,14,43.0,44.0,28.0,31.0,50.0,72.0,,62.0,24,65.0,3.0,8
247023,NORTH MEMORIAL HOME HEALTH HOSPICE,"3500 FRANCE AVENUE NORTH, STE 101",ROBBINSDALE,MN,55422,1182,879,18.9,8.8,5.0,2.3,0.2,2.2,0.4,6094686,3801665,3505555,0.7,161.0,67118.0,78,321.0,558.0,727.0,152.0,792.0,53.0,12.0,,,,1.92,18,24.0,14.0,15,35.0,53.0,25.0,40.0,37.0,63.0,,43.0,14,38.0,9.0,12
58410,"AAA HOME HEALTH SERVICES, INC","150 E OLIVE AVE, STE 209",BURBANK,CA,91502,428,182,19.7,15.5,3.1,0.1,0.0,1.0,0.0,1134532,1539125,1195606,8.9,,,76,71.0,111.0,21.0,161.0,130.0,,12.0,15.0,,16.0,1.64,10,45.0,29.0,13,40.0,22.0,30.0,50.0,65.0,,,74.0,31,,6.0,5
59395,"NCA HOME HEALTH CARE, INC","10523 BURBANK BLVD, #109",NORTH HOLLYWOOD,CA,91601,223,144,17.2,11.5,4.4,0.1,0.0,1.1,0.0,551201,796907,650624,5.8,,,70,67.0,77.0,34.0,110.0,72.0,28.0,12.0,25.0,,,1.94,8,39.0,19.0,9,40.0,28.0,39.0,63.0,49.0,65.0,,57.0,12,54.0,33.0,8
147971,"GREENPATH HEALTH GROUP, LLC",3232 SHERIDAN ROAD,ZION,IL,60099,331,169,12.4,6.7,5.6,0.1,0.0,0.0,0.0,682578,934350,903302,0.0,,,75,58.0,111.0,81.0,88.0,80.0,57.0,12.0,17.0,,,2.0,25,28.0,20.0,14,41.0,39.0,26.0,36.0,62.0,62.0,,53.0,12,,8.0,12
297118,RELIANCE HEALTH CARE LLC,2578 BELCASTRO ST STE 102,LAS VEGAS,NV,89117,425,166,16.7,12.7,2.7,0.3,0.0,1.1,0.0,1368694,1286604,1065065,8.1,,,82,64.0,102.0,144.0,22.0,122.0,17.0,12.0,13.0,,,2.04,23,48.0,8.0,10,36.0,49.0,31.0,29.0,53.0,74.0,,63.0,19,49.0,9.0,19
747730,RESERVED HOME HEALTH CARE LLC,9800 CENTRE PARKWAY SUITE 230,HOUSTON,TX,77036,192,80,15.7,9.2,6.5,0.0,0.0,0.0,0.0,367717,556899,572918,0.0,,,65,43.0,37.0,20.0,60.0,,58.0,12.0,,,0.0,1.91,4,16.0,20.0,1,34.0,19.0,38.0,38.0,44.0,71.0,,,9,,10.0,13
59199,"ELAN HOME HEALTH, INC","9608 VAN NUYS BVLD, #204",PANORAMA CITY,CA,91402,614,256,16.9,11.6,5.1,0.1,0.0,0.1,0.0,1481532,2394090,1960704,4.0,,,74,96.0,160.0,11.0,245.0,217.0,,12.0,,0.0,19.0,1.46,9,32.0,15.0,5,37.0,19.0,29.0,50.0,61.0,,,71.0,20,,5.0,6
59353,"GENTLE CARE HOME HEALTH SERVICES, INC","5530 CORBIN AVENUE,  #375",TARZANA,CA,91356,368,135,17.0,12.7,2.1,0.1,0.1,2.0,0.0,836944,1117049,915956,3.9,,,77,65.0,70.0,77.0,58.0,104.0,,12.0,11.0,0.0,,2.54,19,27.0,15.0,13,41.0,38.0,20.0,43.0,48.0,67.0,,,24,70.0,6.0,10
58262,"GOLDEN AGE HOME HEALTHCARE, INC","9029 RESEDA BLVD, SUITE 101",NORTHRIDGE,CA,91324,466,183,26.6,21.0,3.5,0.2,0.1,1.8,0.0,2247548,1739146,1350649,8.9,,,80,71.0,112.0,116.0,67.0,125.0,,12.0,41.0,0.0,,2.76,25,51.0,8.0,9,62.0,60.0,26.0,39.0,62.0,69.0,,66.0,21,56.0,12.0,15
59295,LOYAL HOME HEALTH CARE INC,2139 TAPO ST STE 208,SIMI VALLEY,CA,93063,157,120,18.4,12.1,5.2,0.0,0.0,1.2,0.0,423608,599545,470637,8.0,,,80,40.0,80.0,16.0,104.0,90.0,,12.0,,0.0,,1.85,8,55.0,24.0,7,37.0,23.0,19.0,59.0,53.0,,,,34,,7.0,5
148108,"SHUREE HOME HEALTHCARE, INC",4492 W LAWRENCE AVE,CHICAGO,IL,60630,150,47,11.3,7.7,2.7,0.1,0.0,0.8,0.0,233938,374058,367772,0.0,,,78,14.0,33.0,14.0,33.0,12.0,11.0,12.0,,0.0,,1.78,9,19.0,30.0,15,47.0,32.0,40.0,15.0,60.0,68.0,,55.0,30,,4.0,6
227523,ALPHACARE HOME HEALTH AGENCY,"25 MARKET STREET, UNIT 9",SWANSEA,MA,2777,145,68,23.2,16.1,1.3,0.0,0.0,5.8,0.0,471538,406822,340753,8.8,,,73,28.0,40.0,,,26.0,,12.0,27.0,0.0,,2.27,12,31.0,26.0,12,38.0,44.0,32.0,63.0,63.0,68.0,,51.0,16,56.0,7.0,6
679097,ACC HEALTH SERVICES INC,6001 SAVOY SUITE 501,HOUSTON,TX,77036,155,37,27.1,8.9,8.2,1.3,0.1,8.5,0.0,629252,562733,574958,0.0,,,81,16.0,21.0,22.0,15.0,15.0,,12.0,,0.0,0.0,2.68,16,54.0,16.0,5,54.0,41.0,51.0,,54.0,54.0,,62.0,11,65.0,8.0,19
59359,24/7 HOME HEALTH SERVICES,"24404 S VERMONT AVE, SUITE 307H",HARBOR CITY,CA,90710,147,137,16.1,7.7,8.2,0.0,0.0,0.0,0.1,344241,582261,499018,0.1,,,74,71.0,66.0,12.0,125.0,30.0,15.0,12.0,78.0,,,2.45,10,36.0,15.0,10,45.0,42.0,22.0,50.0,66.0,67.0,,,12,,15.0,10
58198,"MULTI-SKILLED HOME CARE SERVICES, INC",19608 CAMINO DE ROSA,WALNUT,CA,91789,295,188,17.5,13.0,3.7,0.1,0.0,0.5,0.1,721972,992518,833502,5.2,,,77,61.0,127.0,66.0,122.0,89.0,12.0,12.0,73.0,,,2.17,9,44.0,13.0,6,50.0,39.0,30.0,37.0,57.0,59.0,,53.0,15,58.0,13.0,12
679004,ATLAS HOME HEALTH CARE SERVICES,5999 SUMMERSIDE DRIVE SUITE 240,DALLAS,TX,75252,220,70,24.5,8.2,7.0,0.9,0.5,8.0,0.1,809891,679063,695781,0.4,,,82,24.0,46.0,46.0,24.0,44.0,,12.0,,0.0,,2.52,13,49.0,21.0,19,57.0,59.0,30.0,49.0,50.0,,,60.0,23,,9.0,11
337262,HILLSIDE MANOR CERTIFIED HOME HEALTH AGENCY,188-11 HILLSIDE AVENUE,HOLLIS,NY,11423,125,85,38.4,3.8,4.6,0.9,0.0,28.7,0.2,328336,453914,359420,4.0,,,82,16.0,69.0,,,15.0,28.0,12.0,18.0,,,2.7,22,48.0,25.0,8,56.0,40.0,22.0,39.0,69.0,,,,34,,4.0,16
147888,"INSWAN HOME HEALH AGENCY, LTD",9238 N WAUKEGAN ROAD,MORTON GROVE,IL,60053,42,18,14.0,8.6,3.3,0.1,0.0,2.0,0.0,91130,113806,111868,0.0,,,78,,,,,,,12.0,,0.0,0.0,2.76,11,28.0,22.0,17,56.0,39.0,28.0,22.0,,,,61.0,28,,6.0,17
59538,"NOR-CAL PROFESSIONAL HOME HEALTH CARE SERVICES, IN","1270 S. WINCHESTER BLVD., SUITE 130",SAN JOSE,CA,95128,44,35,13.1,6.7,4.9,0.9,0.2,0.1,0.3,74961,183970,120897,0.0,,,78,12.0,23.0,15.0,20.0,17.0,,12.0,,,,2.55,11,37.0,17.0,17,26.0,57.0,23.0,20.0,49.0,74.0,,43.0,14,26.0,6.0,6
59377,"PROMPT HOME HEALTH, INC","5300 SANTA MONICA BLVD, STE 201",LOS ANGELES,CA,90029,531,232,15.5,9.5,5.9,0.1,0.0,0.0,0.0,1084527,1994409,1702639,0.0,0.0,0.0,72,85.0,147.0,,,199.0,0.0,12.0,,,19.0,1.41,4,38.0,28.0,9,32.0,16.0,25.0,66.0,53.0,,,,38,,1.0,3
59515,"WEST COAST HOME HEALTH MANAGEMENT, INC","13746 VICTORY BLVD, STE 311",VAN NUYS,CA,91401,385,166,15.3,12.5,2.6,0.0,0.0,0.1,0.0,817904,1319272,1055625,6.2,0.0,0.0,74,74.0,92.0,,,143.0,0.0,12.0,,0.0,,1.49,7,54.0,25.0,3,29.0,20.0,33.0,72.0,63.0,,,,25,,1.0,3
59162,"DAN HOME HEALTH CARE, INC","9836 WHITE OAK AVENUE, SUITE 209",ARCADIA,CA,91007,194,99,15.0,8.0,5.8,0.1,0.0,1.0,0.1,431672,630120,548088,0.2,0.0,0.0,76,43.0,56.0,39.0,60.0,75.0,,12.0,,0.0,,1.59,15,28.0,22.0,11,38.0,23.0,23.0,36.0,43.0,63.0,,57.0,16,,10.0,6
237752,MARELI HOME CARE,"43800 VAN DYKE AVENUE, SUITE 1",STERLING HEIGHTS,MI,48314,150,64,25.5,6.5,12.5,1.0,0.2,5.2,0.1,464319,607969,652751,0.0,0.0,0.0,75,15.0,49.0,30.0,34.0,,44.0,12.0,,0.0,,1.99,9,23.0,25.0,13,36.0,41.0,33.0,48.0,67.0,53.0,,,6,,2.0,13
59540,"SERENE HOME HEALTHCARE, INC.","4340 ALMADEN EXPRESSWAY, SUITES 204 AND 206",SAN JOSE,CA,95118,23,16,23.8,7.1,10.6,6.1,0.0,0.0,0.0,73970,160496,104832,0.0,0.0,0.0,78,,,,,,0.0,12.0,,0.0,0.0,1.73,13,13.0,0.0,6,44.0,38.0,25.0,38.0,69.0,75.0,,63.0,25,44.0,0.0,19
58136,ULTIMATE HOME CARE,616 GLENOAKS BLVD #204,GLENDALE,CA,91207,352,242,17.9,10.7,5.7,0.8,0.1,0.7,0.0,963272,1311437,1059961,5.3,11.0,5363.0,80,75.0,167.0,56.0,186.0,191.0,,13.0,20.0,,17.0,1.78,15,26.0,15.0,11,38.0,39.0,21.0,43.0,48.0,,,72.0,26,,5.0,8
557171,INTERIM HEALTHCARE OF CENTRAL CALIFORNIA,"1521 N CARPENTER ROAD, SUITE D1",MODESTO,CA,95351,442,363,15.1,8.4,5.3,0.3,0.1,1.0,0.0,1265008,1577325,1192094,4.6,80.0,44663.0,76,148.0,215.0,246.0,117.0,273.0,15.0,13.0,57.0,,,2.04,19,27.0,18.0,13,40.0,48.0,29.0,29.0,48.0,65.0,,51.0,16,55.0,9.0,13
59350,"PROHEALTH HOME CARE SERVICES, INC.","4221 WILSHIRE BLVD., SUITE 135",LOS ANGELES,CA,90010,440,269,15.9,12.2,2.8,0.1,0.0,0.8,0.0,1230196,1405726,1177244,2.2,25.0,11518.0,76,109.0,160.0,143.0,126.0,211.0,16.0,13.0,19.0,,,2.91,22,24.0,15.0,29,47.0,45.0,22.0,47.0,44.0,59.0,,59.0,15,61.0,7.0,8
147492,PRIVATE HOME CARE UNLIMITED  I,5517 N CUMBERLAND,CHICAGO,IL,60656,450,365,12.2,7.5,3.9,0.7,0.0,0.1,0.0,990274,1237118,1219545,0.0,126.0,48844.0,72,150.0,215.0,268.0,97.0,224.0,82.0,13.0,37.0,,,2.34,20,13.0,10.0,15,32.0,49.0,19.0,28.0,36.0,64.0,,48.0,13,48.0,5.0,10
147738,HEALTHCARE PLUS CORPORATION,1274 W NORTHWEST HWY,PALATINE,IL,60067,1188,418,14.0,8.4,4.0,0.5,0.0,1.0,0.0,2054128,3220891,3236176,0.0,74.0,23904.0,74,125.0,293.0,176.0,242.0,232.0,116.0,13.0,49.0,,,2.26,15,31.0,33.0,13,54.0,40.0,29.0,44.0,62.0,71.0,,71.0,16,,7.0,11
147900,"CARING TREE, LLC",3242 N PULASKI ROAD,CHICAGO,IL,60641,726,275,14.2,8.1,3.5,0.4,0.2,2.0,0.0,1602561,2002358,1966714,0.0,28.0,8806.0,74,78.0,197.0,76.0,199.0,112.0,101.0,13.0,46.0,,,2.45,14,35.0,28.0,8,59.0,41.0,31.0,38.0,62.0,60.0,,,15,,11.0,13
679320,ALPHA HOME HEALTH SERVICES,2200 NORTH LOOP WEST SUITE 300,HOUSTON,TX,77018,1040,313,20.3,11.4,5.2,1.7,0.0,1.9,0.0,3159309,3071193,3033328,3.3,44.0,14374.0,80,90.0,223.0,230.0,83.0,213.0,45.0,13.0,40.0,,,2.51,19,58.0,10.0,10,48.0,42.0,23.0,37.0,54.0,59.0,,61.0,16,68.0,12.0,14
507092,"WESLEY HOMES AT HOME, LLC",815 SOUTH 216TH STREET,DES MOINES,WA,98198,341,281,15.0,5.3,6.6,1.7,0.1,1.3,0.0,1138070,1203093,1088060,0.1,61.0,23893.0,80,98.0,183.0,216.0,65.0,236.0,17.0,13.0,,,,2.16,23,36.0,12.0,13,42.0,47.0,27.0,32.0,38.0,52.0,,42.0,9,44.0,7.0,11
58227,"CORINTHIAN HEALTH CARE SERVICES, INC",6903 RESEDA BLVD,RESEDA,CA,91335,777,317,21.1,15.8,3.4,0.6,0.1,1.1,0.0,2601005,3005729,2368756,7.9,38.0,15914.0,83,117.0,200.0,214.0,103.0,258.0,,13.0,35.0,0.0,,2.75,25,50.0,13.0,16,60.0,60.0,32.0,50.0,45.0,69.0,,69.0,20,62.0,19.0,11
148245,"ABRIDGE HOME CARE SERVICES, INC",7508 N HARLEM AVE,CHICAGO,IL,60631,199,111,11.1,7.9,2.8,0.3,0.0,0.1,0.0,473340,476481,468386,0.0,37.0,13521.0,72,40.0,71.0,20.0,91.0,38.0,45.0,13.0,,0.0,,2.1,6,33.0,21.0,7,56.0,26.0,21.0,35.0,74.0,,,,14,,11.0,4
679023,VISION HOME HEALTH CARE INC,409 EAST CENTERVILLE SUITE A,GARLAND,TX,75041,492,122,17.9,13.0,1.6,0.3,0.1,2.9,0.0,1163625,1326144,1249232,8.3,12.0,4567.0,70,38.0,84.0,33.0,89.0,19.0,82.0,13.0,,0.0,,2.43,5,41.0,20.0,7,48.0,48.0,33.0,47.0,57.0,70.0,,43.0,11,,9.0,9
507021,GENTIVA HEALTH SERVICES,22820 EAST APPLEWAY AVENUE,LIBERTY LAKE,WA,99019,2902,2012,17.2,5.7,7.9,1.5,0.7,1.2,0.3,12773197,10594411,10083303,0.1,367.0,150648.0,80,678.0,1334.0,1502.0,510.0,1932.0,13.0,13.0,19.0,20.0,15.0,1.92,20,38.0,12.0,13,36.0,40.0,25.0,36.0,34.0,47.0,,39.0,17,55.0,12.0,11
59207,"ST ROSE OF LIMA HEALTHCARE PROVIDER, INC","18200 YORBA LINDA BLVD, SUITE 211",YORBA LINDA,CA,92886,290,173,14.6,10.0,3.4,0.0,0.0,0.8,0.3,636194,867247,739367,1.1,42.0,16007.0,73,82.0,91.0,43.0,130.0,59.0,19.0,13.0,78.0,,,2.45,8,31.0,11.0,10,39.0,46.0,32.0,43.0,61.0,69.0,,60.0,23,62.0,17.0,14
227009,HEALTHALLIANCE HOME HEALTH AND HOSPICE,25 TUCKER DRIVE,LEOMINSTER,MA,1453,1144,729,16.8,8.7,3.9,1.3,0.1,2.5,0.3,3052034,3508548,3138213,1.5,230.0,97236.0,76,299.0,430.0,479.0,250.0,645.0,16.0,13.0,48.0,,,2.13,23,28.0,19.0,16,40.0,45.0,31.0,41.0,44.0,59.0,,50.0,13,48.0,10.0,11
237069,"ST JOSEPH MERCY HOME CARE, ANN ARBOR","3075 CLARK ROAD, SUITE 200",YPSILANTI,MI,48197,1191,990,15.3,6.5,5.7,1.6,0.3,0.9,0.3,3766503,3518307,3633970,0.3,180.0,71275.0,77,338.0,652.0,795.0,195.0,811.0,141.0,13.0,16.0,,,2.09,26,26.0,14.0,19,43.0,56.0,27.0,44.0,43.0,62.0,,50.0,11,53.0,6.0,14
157046,COMMUNITY HOME HEALTH,9894 E 121ST ST,FISHERS,IN,46037,2740,1872,18.1,8.7,5.2,2.2,0.2,1.6,0.3,9994129,8997556,9088841,1.2,409.0,155083.0,75,691.0,1181.0,1406.0,466.0,1528.0,297.0,13.0,15.0,0.0,19.0,2.27,23,25.0,17.0,16,47.0,51.0,37.0,46.0,45.0,72.0,,57.0,16,58.0,10.0,13
59248,GIFTED ARMS HOME HEALTHCARE SERVICES,"1701 WESTWIND DRIVE, SUITE 106",BAKERSFIELD,CA,93301,382,257,15.2,9.8,5.1,0.0,0.0,0.0,0.3,869404,1136433,1045859,0.9,18.0,6630.0,74,104.0,153.0,63.0,194.0,109.0,,13.0,127.0,0.0,,2.74,15,28.0,15.0,9,50.0,52.0,28.0,26.0,69.0,64.0,,63.0,11,59.0,5.0,11
527184,HOME HEALTH UNITED VNS,2802 WALTON COMMONS LANE,MADISON,WI,53718,4961,3403,17.7,9.5,3.6,2.2,0.2,1.7,0.6,17779216,15210273,14879718,0.3,554.0,215591.0,79,1252.0,2151.0,2813.0,590.0,3280.0,52.0,13.0,24.0,12.0,22.0,1.79,17,25.0,13.0,15,38.0,42.0,27.0,41.0,36.0,58.0,,44.0,17,47.0,9.0,7
17119,HGA HOMECARE OF HUNTSVILLE,"6767 OLD MADISON PIKE NW - BUILDING 4, SUITE 400",HUNTSVILLE,AL,35806,1561,1010,15.4,6.9,5.3,2.1,0.7,0.3,0.1,5235062,4339632,5007896,0.2,218.0,74142.0,76,346.0,664.0,795.0,215.0,793.0,189.0,13.0,,,,2.12,20,27.0,13.0,15,40.0,47.0,29.0,32.0,45.0,62.0,,49.0,13,61.0,6.0,14
37132,MD HOME HEALTH & STAFFING,"7310 NORTH 16TH STREET, SUITE 165",PHOENIX,AZ,85020,906,731,13.6,7.0,5.0,0.9,0.1,0.5,0.1,1726028,2502053,2443376,0.4,111.0,45368.0,74,272.0,459.0,469.0,262.0,595.0,33.0,13.0,80.0,,,2.07,19,23.0,12.0,12,25.0,40.0,23.0,34.0,39.0,61.0,,43.0,13,68.0,7.0,12
58213,"INTENSIVE HOME HEALTH CARE, INC",21671 GATEWAY CENTER SUITE 104,DIAMOND BAR,CA,91765,431,193,15.2,9.7,3.6,0.5,0.0,1.4,0.1,978488,1339866,1132463,1.6,22.0,8905.0,72,77.0,116.0,55.0,138.0,64.0,48.0,13.0,66.0,,,3.41,13,30.0,9.0,11,50.0,59.0,30.0,61.0,58.0,60.0,,59.0,14,56.0,13.0,9
58039,ASSISTED HOME CARE,"4450 WESTINGHOUSE STREET, SUITE #101",VENTURA,CA,93003,1147,868,16.7,10.4,4.3,1.1,0.1,0.8,0.1,4168693,4344501,3364895,5.4,150.0,71114.0,79,342.0,526.0,636.0,232.0,620.0,20.0,13.0,201.0,,,2.15,23,36.0,13.0,14,39.0,46.0,29.0,34.0,44.0,59.0,,55.0,14,52.0,9.0,14
557106,CORONA REGIONAL MEDICAL CENTER (HOSPICE/HHA),730 MAGNOLIA AVE,CORONA,CA,92879,354,262,13.5,6.7,5.2,0.3,0.0,1.2,0.1,1113972,1055520,960607,0.0,82.0,32624.0,79,105.0,157.0,186.0,76.0,179.0,16.0,13.0,49.0,,,2.39,24,27.0,16.0,21,48.0,55.0,36.0,29.0,47.0,60.0,,56.0,14,56.0,7.0,13
58017,ALWAYS BETTER CARE HH,3600 WILSHIRE BLVD STE 1920,LOS ANGELES,CA,90010,247,156,17.4,13.2,3.7,0.3,0.1,0.1,0.1,585179,894260,711745,7.0,16.0,6188.0,83,72.0,84.0,106.0,50.0,102.0,13.0,13.0,27.0,,,2.06,19,39.0,7.0,18,37.0,40.0,30.0,48.0,47.0,64.0,,53.0,17,54.0,6.0,15
109250,ALL COUNTY HEALTH CARE INC,4850 N STATE RD 7 UNIT G STE 103,LAUDERDALE LAKES,FL,33319,1190,686,30.1,15.2,9.1,2.2,0.2,3.3,0.1,4330100,5250642,4915331,7.1,56.0,22562.0,81,259.0,427.0,513.0,173.0,539.0,67.0,13.0,60.0,,,2.42,24,39.0,12.0,15,49.0,45.0,34.0,46.0,47.0,,,66.0,18,67.0,11.0,12
147916,BENCHMARK HOME HEALTH CARE,5936 N MILWAUKEE AVENUE,CHICAGO,IL,60646,1011,348,21.4,9.8,4.9,1.5,0.1,5.1,0.1,2999293,3116891,3041528,0.7,29.0,8833.0,78,127.0,221.0,246.0,102.0,245.0,72.0,13.0,17.0,,,2.18,19,33.0,17.0,12,52.0,44.0,25.0,37.0,54.0,62.0,,62.0,14,,9.0,9
297148,"SILVER STATE HOME HEALTH CARE, INC",2725 S JONES BLVD STE 108,LAS VEGAS,NV,89146,397,246,17.2,9.0,3.4,3.3,0.0,1.4,0.1,951786,1308691,1180716,0.0,34.0,12354.0,72,108.0,138.0,170.0,76.0,177.0,32.0,13.0,17.0,,,2.1,21,19.0,13.0,14,47.0,46.0,46.0,37.0,55.0,74.0,,65.0,10,54.0,7.0,13
297082,SAGUARO HOME HEALTH CARE,"2770 S MARYLAND PKWY, SUITE 215",LAS VEGAS,NV,89109,663,332,20.1,13.1,4.5,0.5,0.1,1.9,0.1,2739020,2250968,1973483,3.0,68.0,29552.0,75,144.0,188.0,246.0,86.0,219.0,46.0,13.0,43.0,,,2.82,18,26.0,15.0,18,41.0,56.0,37.0,41.0,55.0,63.0,,68.0,8,59.0,9.0,12
367713,SUMMA'S HOMECARE AND SUMMA AT HOME HOME CARE SERVI,1077 GORGE BLVD,AKRON,OH,44310,2454,1736,16.8,8.4,5.3,1.2,0.3,1.6,0.1,7662040,6535382,7319784,1.5,340.0,120575.0,75,717.0,1019.0,1280.0,456.0,1478.0,218.0,13.0,17.0,,,2.1,21,29.0,14.0,15,44.0,41.0,35.0,48.0,44.0,68.0,,54.0,14,64.0,9.0,15
458099,TOTAL HOME HEALTH & REHAB SERVICES,"2550 NORTH LOOP FREEWAY WEST, #220",HOUSTON,TX,77092,1560,970,19.1,9.8,6.2,1.9,0.3,0.8,0.1,4084023,5183779,5287477,3.2,196.0,72012.0,75,389.0,581.0,772.0,198.0,694.0,162.0,13.0,92.0,,,2.6,20,36.0,12.0,14,41.0,48.0,31.0,42.0,48.0,65.0,,60.0,16,55.0,13.0,17
743173,HEALTH SENSE HOME CARE INC,8000 CENTRE PARK DRIVE SUITE#160,AUSTIN,TX,78754,1507,895,16.6,6.5,8.1,0.5,0.7,0.8,0.1,5406361,4803244,5115135,0.1,127.0,47424.0,76,312.0,583.0,644.0,251.0,590.0,89.0,13.0,196.0,,,2.19,18,29.0,12.0,13,38.0,42.0,23.0,43.0,45.0,66.0,,52.0,18,53.0,6.0,12
678243,ENCOMPASS HOME HEALTH OF GREATER DALLAS,8610 GREENVILLE AVENUE SUITE 100,DALLAS,TX,75243,2024,1163,20.2,11.2,5.6,1.7,0.7,1.0,0.1,8855113,7336305,7133374,5.6,140.0,51267.0,79,377.0,786.0,1045.0,118.0,983.0,111.0,13.0,51.0,,,1.87,21,41.0,15.0,12,37.0,43.0,24.0,51.0,35.0,64.0,,46.0,26,74.0,9.0,11
747089,A&S HOME HEALTH CARE,17822 DAVENPORT ROAD SUITE D,DALLAS,TX,75252,984,367,22.7,12.4,3.3,1.1,0.1,5.7,0.1,3087665,2957763,2816117,7.9,63.0,20778.0,79,123.0,244.0,284.0,83.0,270.0,53.0,13.0,27.0,,,2.21,24,46.0,18.0,14,50.0,46.0,30.0,53.0,42.0,66.0,,55.0,20,69.0,10.0,11
679236,SENIOR SELECT HOME HEALTH SERVICES,2220 BUSH DRIVE SUITE 100,MCKINNEY,TX,75070,2083,1196,17.0,8.5,5.4,2.0,0.7,0.3,0.1,6766165,7183345,7144593,3.4,158.0,54814.0,80,374.0,822.0,1102.0,94.0,1085.0,53.0,13.0,36.0,,,1.99,25,50.0,12.0,15,43.0,46.0,27.0,52.0,37.0,65.0,,55.0,21,66.0,16.0,14
237417,GUARDIAN ANGEL HOME CARE,1715 NORTHFIELD DRIVE,ROCHESTER HILLS,MI,48309,1150,531,16.0,4.9,7.9,2.4,0.0,0.7,0.1,4304340,3982132,4193497,0.0,118.0,35263.0,76,211.0,320.0,317.0,214.0,357.0,128.0,13.0,11.0,0.0,22.0,2.68,22,37.0,20.0,12,54.0,49.0,35.0,34.0,60.0,69.0,,68.0,10,68.0,10.0,14
